floor,room,number,artist,title,museum,place,memo,rank
2F 本館,98,1033,ル・ナン兄弟,祖母の家を訪れる家族,エルミタージュ美術館,サンクト・ペテルブルグ / ロシア,,
2F 本館,98,1034,ピーテル・パウル・リュベンス,エレーヌ・フールマンと子どもたち,ルーヴル美術館,パリ / フランス,,
2F 本館,98,1035,ウィリアム・ホガース,ストロード家の人々,テート・ブリテン,ロンドン / イギリス,,
2F 本館,98,1036,ピエトロ・ロンギ,貴族の家庭,カ・レッツォーニコ,ヴェネツィア / イタリア,,
2F 本館,98,1037,トマス・ゲインズバラ,ベイリー家の人々,テート・ブリテン,ロンドン / イギリス,,
2F 本館,98,1038,ロバート・マルティノー,懐かしいわが家での最後の日,テート・ブリテン,ロンドン / イギリス,,
2F 本館,98,1039,ヤーコプ・ヨルダーンス,老いは歌い、若きは奏でる,アントウェルペン王立美術館,アントウェルペン / ベルギー,,
2F 本館,98,1040,フレデリック・バジール,家族の集い,オルセー美術館,パリ / フランス,,
2F 本館,98,1041,ジョン・シンガー・サージェント,ヴィッカーズ家の娘たち,グレーヴズ美術館,シェフィールド / イギリス,,
2F 本館,98,1042,テオ・ファン・レイセルベルヘ,果樹園の家族,クレラー=ミュラー美術館,オッテルロー / オランダ,,
2F 本館,99,1043,ジャン・クーザン,エヴァ・プリマ・パンドラ,ルーヴル美術館,パリ / フランス,,
2F 本館,99,1044,ギュスターヴ・モロー,まぼろし,モロー美術館,パリ / フランス,,
2F 本館,99,1045,ロヴィス・コリント,サロメ,ライプツィヒ美術館,ライプツィヒ / ドイツ,,
2F 本館,99,1046,ヤーコプ・ヨルダーンス,カンダウレス王の寝室のギュゲス,ストックホルム国立美術館,ストックホルム / スウェーデン,,
2F 本館,99,1047,ピーテル・パウル・リュベンス,サムソンとデリラ,ナショナル・ギャラリー,ロンドン / イギリス,,
2F 本館,99,1048,レンブラント・ファン・レイン,ダヴィデの手紙を持つバテシバ,ルーヴル美術館,パリ / フランス,,
2F 本館,99,1049,クリストーファノ・アッローリ,ユーディット,ピッティ美術館,フィレンツェ / イタリア,,
2F 本館,99,1050,グスタフ・クリムト,ユーディットⅠ,ベルヴェデーレ宮殿,ウィーン / オーストリア,,A
2F 本館,99,1051,アルテミジア・ジェンティレスキ,ユーディット,デトロイト美術研究所,デトロイト / アメリカ,,
2F 本館,99,1052,エドワード・バーン=ジョーンズ,水底深く,フォッグ美術館,ケンブリッジ / アメリカ,,
2F 本館,99,1053,エドヴァルト・シュタインレ,ローレライ,シャック・ガレリー,ミュンヘン / ドイツ,,
2F 本館,99,1054,ジョン・ウィリアム・ウォーターハウス,海に毒を流すキルケ,南オーストラリア美術館,アデレード / オーストラリア,,
2F 本館,99,1055,フランツ・フォン・シュトゥック,罪,ノイエ・ピナコテーク,ミュンヘン / ドイツ,,
2F 本館,99,1056,フレデリック・サンズ,モーガン・ル・フェイ,バーミンガム市立美術館,バーミンガム / イギリス,,
2F 本館,99,1058,ジョヴァンニ・セガンティーニ,悪しき母たち,オーストリア美術館,ウィーン / オーストリア,,
2F 本館,99,1059,フェルナン・クノップフ,愛撫,ブリュッセル王立美術館,ブリュッセル / ベルギー,,
2F 本館,100,1061,レンブラント・ファン・レイン,無帽の自画像,ルーヴル美術館,パリ / フランス,,
2F 本館,100,1062,レンブラント・ファン・レイン,縁なし帽をかぶった自画像,ルーヴル美術館,パリ / フランス,,
2F 本館,100,1063,レンブラント・ファン・レイン（?）,羽飾り帽をかぶったレンブラント,ベルリン国立美術館,ベルリン / ドイツ,,
2F 本館,100,1064,レンブラント・ファン・レイン,サスキアを膝に抱く自画像,ドレスデン古典絵画館,ドレスデン / ドイツ,,
2F 本館,100,1065,レンブラント・ファン・レイン,死んだゴイサギを掲げる自画像,ドレスデン古典絵画館,ドレスデン / ドイツ,,
2F 本館,100,1066,レンブラント・ファン・レイン,自画像,スコットランド国立美術館,エディンバラ / イギリス,,
2F 本館,100,1067,レンブラント・ファン・レイン,腰に手を当てる自画像,ウィーン美術史美術館,ウィーン / オーストリア,,
2F 本館,100,1068,レンブラント・ファン・レイン,自画像,ナショナル・ギャラリー,ロンドン / イギリス,,
2F 本館,100,1069,レンブラント・ファン・レイン,カンヴァスに向かう自画像,ルーヴル美術館,パリ / フランス,,
2F 本館,100,1070,レンブラント・ファン・レイン,パレットを持つ自画像,ケンウッド・ハウス,ケンウッド（ロンドン） / イギリス,,
2F 本館,100,1071,レンブラント・ファン・レイン,聖パウロに扮した自画像,アムステルダム国立美術館,アムステルダム / オランダ,,
2F 本館,100,1072,レンブラント・ファン・レイン（?）,自画像,ウフィツィ美術館,フィレンツェ / イタリア,,
2F 本館,100,1073,レンブラント・ファン・レイン,ゼウクシスとしての自画像,ヴァルラフ=リヒャルツ美術館,ケルン / ドイツ,,
2F 本館,100,1074,レンブラント・ファン・レイン,自画像,マウリッツハイス美術館,ハーグ / オランダ,,
